year,country,geo,category_key,category_label,top_crop,prod_code,price_eur_t
2023,Greece,EL,rowCrops,Row crops,Beetroot - prices per 100 kg,04199905,887.4
2023,Greece,EL,vegetables,Vegetables (fresh market/transplant),Garlic - prices per 100 kg,04199906,4582.900000000001
2023,Spain,ES,arable,Arable (cereals/oilseeds),Dessert grapes: all varieties - prices per 100 kg,06410000,905.0
2023,Spain,ES,industrial,Specialty industrial crops,Hops: all varieties - prices per 100 kg,02920000,4956.5
2023,Spain,ES,orchards,Orchards/Vineyards (perennial),Raspberries - prices per 100 kg,06199200,7160.700000000001
2023,Spain,ES,rowCrops,Row crops,Early potatoes - prices per 100 kg,05110000,661.5
2023,Spain,ES,vegetables,Vegetables (fresh market/transplant),Green peas: all qualities - prices per 100 kg,04199000,2863.5
2023,Finland,FI,arable,Arable (cereals/oilseeds),Rape - prices per 100 kg,02110000,515.8
2023,Finland,FI,orchards,Orchards/Vineyards (perennial),Raspberries - prices per 100 kg,06199200,14436.7
2023,Finland,FI,rowCrops,Row crops,Beetroot - prices per 100 kg,04199905,947.4
2023,Finland,FI,vegetables,Vegetables (fresh market/transplant),Tomatoes under glass: all qualities - prices per 100 kg,04122000,2125.9
2023,Croatia,HR,arable,Arable (cereals/oilseeds),Dessert grapes: all varieties - prices per 100 kg,06410000,1382.8999999999999
2023,Croatia,HR,industrial,Specialty industrial crops,Raw tobacco: all varieties - prices per 100 kg,02300000,3018.2999999999997
2023,Croatia,HR,orchards,Orchards/Vineyards (perennial),Strawberries under glass - prices per 100 kg,06193200,3085.1
2023,Croatia,HR,rowCrops,Row crops,Early potatoes - prices per 100 kg,05110000,683.4000000000001
2023,Croatia,HR,vegetables,Vegetables (fresh market/transplant),Garlic - prices per 100 kg,04199906,3956.6000000000004
2023,Hungary,HU,arable,Arable (cereals/oilseeds),Soya - prices per 100 kg,02130000,457.40000000000003
2023,Hungary,HU,orchards,Orchards/Vineyards (perennial),Raspberries - prices per 100 kg,06199200,7395.2
2023,Hungary,HU,rowCrops,Row crops,Early potatoes - prices per 100 kg,05110000,715.9000000000001
2023,Hungary,HU,vegetables,Vegetables (fresh market/transplant),Asparagus: all qualities - prices per 100 kg,04199910,2165.1
2023,Ireland,IE,arable,Arable (cereals/oilseeds),Barley - prices per 100 kg,01300000,270.59999999999997
2023,Ireland,IE,vegetables,Vegetables (fresh market/transplant),Cultivated mushrooms: all qualities - prices per 100 kg,04199901,2037.6
2023,Italy,IT,arable,Arable (cereals/oilseeds),Durum wheat - prices per 100 kg,01120000,377.2
2023,Italy,IT,orchards,Orchards/Vineyards (perennial),Lemons: all varieties - prices per 100 kg,06230000,1402.0
2023,Italy,IT,rowCrops,Row crops,Main crop potatoes - prices per 100 kg,05120000,716.0
2023,Italy,IT,vegetables,Vegetables (fresh market/transplant),Tomatoes in the open: all qualities - prices per 100 kg,04121000,861.1
2023,Lithuania,LT,arable,Arable (cereals/oilseeds),Rape - prices per 100 kg,02110000,451.2
2023,Lithuania,LT,orchards,Orchards/Vineyards (perennial),Raspberries - prices per 100 kg,06199200,6985.5
2023,Lithuania,LT,rowCrops,Row crops,Early potatoes - prices per 100 kg,05110000,507.2
2023,Lithuania,LT,vegetables,Vegetables (fresh market/transplant),Spinach - prices per 100 kg,04193000,5257.1
2023,Luxembourg,LU,arable,Arable (cereals/oilseeds),Grapes for wine production - prices per 100 kg,06490000,1343.0
2023,Luxembourg,LU,orchards,Orchards/Vineyards (perennial),Strawberries: all types of production - prices per 100 kg,06193000,4950.0
2023,Luxembourg,LU,rowCrops,Row crops,Main crop potatoes - prices per 100 kg,05120000,485.90000000000003
2023,Latvia,LV,arable,Arable (cereals/oilseeds),Rape - prices per 100 kg,02110000,408.6
2023,Latvia,LV,orchards,Orchards/Vineyards (perennial),Strawberries: all types of production - prices per 100 kg,06193000,5037.7
2023,Latvia,LV,rowCrops,Row crops,Early potatoes - prices per 100 kg,05110000,593.1
2023,Latvia,LV,vegetables,Vegetables (fresh market/transplant),Lettuce under glass: all qualities - prices per 100 kg,04192200,5144.0
2023,Malta,MT,arable,Arable (cereals/oilseeds),Dessert grapes: all varieties - prices per 100 kg,06410000,1800.5
2023,Malta,MT,orchards,Orchards/Vineyards (perennial),Plums: all varieties  - prices per 100 kg,06192000,2344.6
2023,Malta,MT,rowCrops,Row crops,Main crop potatoes - prices per 100 kg,05120000,585.1
2023,Malta,MT,vegetables,Vegetables (fresh market/transplant),Cultivated mushrooms: all qualities - prices per 100 kg,04199901,4001.3
2023,Netherlands,NL,arable,Arable (cereals/oilseeds),Rape - prices per 100 kg,02110000,430.0
2023,Netherlands,NL,orchards,Orchards/Vineyards (perennial),Strawberries: all types of production - prices per 100 kg,06193000,4694.9
2023,Netherlands,NL,rowCrops,Row crops,Early potatoes - prices per 100 kg,05110000,948.1999999999999
2023,Netherlands,NL,vegetables,Vegetables (fresh market/transplant),Asparagus: all qualities - prices per 100 kg,04199910,4452.200000000001
2023,Poland,PL,arable,Arable (cereals/oilseeds),Rape - prices per 100 kg,02110000,433.6
2023,Poland,PL,industrial,Specialty industrial crops,Raw tobacco: all varieties - prices per 100 kg,02300000,4941.5
2023,Poland,PL,orchards,Orchards/Vineyards (perennial),Raspberries - prices per 100 kg,06199200,1458.7
2023,Poland,PL,rowCrops,Row crops,Main crop potatoes - prices per 100 kg,05120000,252.10000000000002
2023,Poland,PL,vegetables,Vegetables (fresh market/transplant),Cultivated mushrooms: all qualities - prices per 100 kg,04199901,1394.6000000000001
2023,Portugal,PT,arable,Arable (cereals/oilseeds),Dessert grapes: all varieties - prices per 100 kg,06410000,3153.5
2023,Portugal,PT,industrial,Specialty industrial crops,Hops: all varieties - prices per 100 kg,02920000,4500.0
2023,Portugal,PT,orchards,Orchards/Vineyards (perennial),Raspberries - prices per 100 kg,06199200,6651.7
2023,Portugal,PT,rowCrops,Row crops,Beetroot - prices per 100 kg,04199905,1012.2
2023,Portugal,PT,vegetables,Vegetables (fresh market/transplant),Green peas: all qualities - prices per 100 kg,04199000,4427.0
2023,Romania,RO,arable,Arable (cereals/oilseeds),Dessert grapes: all varieties - prices per 100 kg,06410000,1162.3999999999999
2023,Romania,RO,orchards,Orchards/Vineyards (perennial),Apricots: all varieties - prices per 100 kg,06199100,1609.1999999999998
2023,Romania,RO,rowCrops,Row crops,Beetroot - prices per 100 kg,04199905,897.6
2023,Romania,RO,vegetables,Vegetables (fresh market/transplant),Garlic - prices per 100 kg,04199906,3596.3
2023,Sweden,SE,arable,Arable (cereals/oilseeds),Rape - prices per 100 kg,02110000,433.1
2023,Sweden,SE,orchards,Orchards/Vineyards (perennial),Strawberries in the open - prices per 100 kg,06193100,3368.8999999999996
2023,Sweden,SE,rowCrops,Row crops,Early potatoes - prices per 100 kg,05110000,359.3
2023,Sweden,SE,vegetables,Vegetables (fresh market/transplant),Tomatoes under glass: all qualities - prices per 100 kg,04122000,1359.3000000000002
2023,Slovenia,SI,arable,Arable (cereals/oilseeds),Grapes for wine production - prices per 100 kg,06490000,766.7
2023,Slovenia,SI,industrial,Specialty industrial crops,Hops: all varieties - prices per 100 kg,02920000,7824.9
2023,Slovenia,SI,orchards,Orchards/Vineyards (perennial),Strawberries: all types of production - prices per 100 kg,06193000,5197.200000000001
2023,Slovenia,SI,rowCrops,Row crops,Early potatoes - prices per 100 kg,05110000,706.2
2023,Slovenia,SI,vegetables,Vegetables (fresh market/transplant),Garlic - prices per 100 kg,04199906,7432.799999999999
2023,Slovakia,SK,arable,Arable (cereals/oilseeds),Dessert grapes: all varieties - prices per 100 kg,06410000,995.3
2023,Slovakia,SK,orchards,Orchards/Vineyards (perennial),Strawberries in the open - prices per 100 kg,06193100,2959.1000000000004
2023,Slovakia,SK,rowCrops,Row crops,Early potatoes - prices per 100 kg,05110000,676.7
2023,Slovakia,SK,vegetables,Vegetables (fresh market/transplant),Cucumbers in the open: all qualities - prices per 100 kg,04194100,1371.8000000000002
2024,Austria,AT,arable,Arable (cereals/oilseeds),Grapes for wine production - prices per 100 kg,06490000,586.5999999999999
2024,Austria,AT,industrial,Specialty industrial crops,Hops: all varieties - prices per 100 kg,02920000,10190.0
2024,Austria,AT,orchards,Orchards/Vineyards (perennial),Strawberries in the open - prices per 100 kg,06193100,7071.7
2024,Austria,AT,rowCrops,Row crops,Early potatoes - prices per 100 kg,05110000,375.4
2024,Belgium,BE,arable,Arable (cereals/oilseeds),Soft wheat - prices per 100 kg,01110000,181.29999999999998
2024,Belgium,BE,industrial,Specialty industrial crops,Hops: all varieties - prices per 100 kg,02920000,5779.400000000001
2024,Belgium,BE,orchards,Orchards/Vineyards (perennial),Raspberries - prices per 100 kg,06199200,8846.4
2024,Belgium,BE,rowCrops,Row crops,Early potatoes - prices per 100 kg,05110000,510.7
2024,Belgium,BE,vegetables,Vegetables (fresh market/transplant),Asparagus: all qualities - prices per 100 kg,04199910,3224.7000000000003
2024,Bulgaria,BG,arable,Arable (cereals/oilseeds),Dessert grapes: all varieties - prices per 100 kg,06410000,626.0
2024,Bulgaria,BG,industrial,Specialty industrial crops,Raw tobacco: all varieties - prices per 100 kg,02300000,6026.799999999999
2024,Bulgaria,BG,orchards,Orchards/Vineyards (perennial),Raspberries - prices per 100 kg,06199200,1980.5
2024,Bulgaria,BG,rowCrops,Row crops,Main crop potatoes - prices per 100 kg,05120000,339.7
2024,Bulgaria,BG,vegetables,Vegetables (fresh market/transplant),Garlic - prices per 100 kg,04199906,1865.6999999999998
2024,Cyprus,CY,arable,Arable (cereals/oilseeds),Dessert grapes: all varieties - prices per 100 kg,06410000,1612.5
2024,Cyprus,CY,orchards,Orchards/Vineyards (perennial),Strawberries: all types of production - prices per 100 kg,06193000,2069.3
2024,Cyprus,CY,rowCrops,Row crops,Main crop potatoes - prices per 100 kg,05120000,451.9
2024,Cyprus,CY,vegetables,Vegetables (fresh market/transplant),Cultivated mushrooms: all qualities - prices per 100 kg,04199901,3293.2
2024,Czechia,CZ,arable,Arable (cereals/oilseeds),Grapes for wine production - prices per 100 kg,06490000,627.4
2024,Czechia,CZ,industrial,Specialty industrial crops,Hops: all varieties - prices per 100 kg,02920000,10765.9
2024,Czechia,CZ,orchards,Orchards/Vineyards (perennial),Strawberries: all types of production - prices per 100 kg,06193000,4576.4
2024,Czechia,CZ,rowCrops,Row crops,Early potatoes - prices per 100 kg,05110000,507.2
2024,Czechia,CZ,vegetables,Vegetables (fresh market/transplant),Garlic - prices per 100 kg,04199906,4936.3
2024,Germany,DE,arable,Arable (cereals/oilseeds),Dessert grapes: all varieties - prices per 100 kg,06410000,1886.8000000000002
2024,Germany,DE,industrial,Specialty industrial crops,Hops: all varieties - prices per 100 kg,02920000,6210.0
2024,Germany,DE,orchards,Orchards/Vineyards (perennial),Raspberries - prices per 100 kg,06199200,10743.900000000001
2024,Germany,DE,rowCrops,Row crops,Early potatoes - prices per 100 kg,05110000,632.9
2024,Germany,DE,vegetables,Vegetables (fresh market/transplant),Asparagus: all qualities - prices per 100 kg,04199910,7277.0
2024,Denmark,DK,arable,Arable (cereals/oilseeds),Rape - prices per 100 kg,02110000,459.79999999999995
2024,Denmark,DK,orchards,Orchards/Vineyards (perennial),Raspberries - prices per 100 kg,06199200,11611.6
2024,Denmark,DK,rowCrops,Row crops,Main crop potatoes - prices per 100 kg,05120000,495.0
2024,Denmark,DK,vegetables,Vegetables (fresh market/transplant),Lettuce under glass: all qualities - prices per 100 kg,04192200,6627.0
2024,Estonia,EE,arable,Arable (cereals/oilseeds),Rape - prices per 100 kg,02110000,454.79999999999995
2024,Greece,EL,arable,Arable (cereals/oilseeds),Dessert grapes: all varieties - prices per 100 kg,06410000,1293.6000000000001
2024,Greece,EL,industrial,Specialty industrial crops,Raw tobacco: all varieties - prices per 100 kg,02300000,4560.0
2024,Greece,EL,orchards,Orchards/Vineyards (perennial),Strawberries: all types of production - prices per 100 kg,06193000,2668.3999999999996
2024,Greece,EL,rowCrops,Row crops,Beetroot - prices per 100 kg,04199905,914.7
2024,Greece,EL,vegetables,Vegetables (fresh market/transplant),Garlic - prices per 100 kg,04199906,5490.5
2024,Spain,ES,arable,Arable (cereals/oilseeds),Dessert grapes: all varieties - prices per 100 kg,06410000,928.0
2024,Spain,ES,industrial,Specialty industrial crops,Raw tobacco: all varieties - prices per 100 kg,02300000,4129.5
2024,Spain,ES,orchards,Orchards/Vineyards (perennial),Strawberries: all types of production - prices per 100 kg,06193000,1918.1
2024,Spain,ES,rowCrops,Row crops,Early potatoes - prices per 100 kg,05110000,577.6
2024,Spain,ES,vegetables,Vegetables (fresh market/transplant),Green beans: all qualities - prices per 100 kg,04198100,2764.7000000000003
2024,Finland,FI,arable,Arable (cereals/oilseeds),Rape - prices per 100 kg,02110000,466.2
2024,Finland,FI,orchards,Orchards/Vineyards (perennial),Raspberries - prices per 100 kg,06199200,16370.0
2024,Finland,FI,rowCrops,Row crops,Early potatoes - prices per 100 kg,05110000,450.79999999999995
2024,Finland,FI,vegetables,Vegetables (fresh market/transplant),Lettuce under glass: all qualities - prices per 100 kg,04192200,6083.3
2024,Croatia,HR,arable,Arable (cereals/oilseeds),Dessert grapes: all varieties - prices per 100 kg,06410000,1467.4
2024,Croatia,HR,industrial,Specialty industrial crops,Raw tobacco: all varieties - prices per 100 kg,02300000,3378.2
2024,Croatia,HR,orchards,Orchards/Vineyards (perennial),Strawberries under glass - prices per 100 kg,06193200,3468.7
2024,Croatia,HR,rowCrops,Row crops,Early potatoes - prices per 100 kg,05110000,547.4
2024,Croatia,HR,vegetables,Vegetables (fresh market/transplant),Garlic - prices per 100 kg,04199906,5333.7
2024,Hungary,HU,arable,Arable (cereals/oilseeds),Rape - prices per 100 kg,02110000,441.1
2024,Hungary,HU,orchards,Orchards/Vineyards (perennial),Raspberries - prices per 100 kg,06199200,7256.0
2024,Hungary,HU,rowCrops,Row crops,Early potatoes - prices per 100 kg,05110000,553.6
2024,Hungary,HU,vegetables,Vegetables (fresh market/transplant),Green beans - prices per 100 kg,04197000,3862.9
2024,Ireland,IE,arable,Arable (cereals/oilseeds),Barley - prices per 100 kg,01300000,245.3
2024,Ireland,IE,vegetables,Vegetables (fresh market/transplant),Cultivated mushrooms: all qualities - prices per 100 kg,04199901,2251.0
2024,Italy,IT,arable,Arable (cereals/oilseeds),Durum wheat - prices per 100 kg,01120000,335.90000000000003
2024,Italy,IT,orchards,Orchards/Vineyards (perennial),Lemons: all varieties - prices per 100 kg,06230000,944.0
2024,Italy,IT,rowCrops,Row crops,Main crop potatoes - prices per 100 kg,05120000,723.3
2024,Italy,IT,vegetables,Vegetables (fresh market/transplant),Tomatoes in the open: all qualities - prices per 100 kg,04121000,872.6
2024,Lithuania,LT,arable,Arable (cereals/oilseeds),Rape - prices per 100 kg,02110000,453.2
2024,Lithuania,LT,orchards,Orchards/Vineyards (perennial),Raspberries - prices per 100 kg,06199200,9238.9
2024,Lithuania,LT,rowCrops,Row crops,Early potatoes - prices per 100 kg,05110000,467.9
2024,Lithuania,LT,vegetables,Vegetables (fresh market/transplant),Spinach - prices per 100 kg,04193000,6013.6
2024,Luxembourg,LU,arable,Arable (cereals/oilseeds),Grapes for wine production - prices per 100 kg,06490000,1396.0
2024,Luxembourg,LU,orchards,Orchards/Vineyards (perennial),Strawberries: all types of production - prices per 100 kg,06193000,5100.0
2024,Luxembourg,LU,rowCrops,Row crops,Main crop potatoes - prices per 100 kg,05120000,476.0
2024,Latvia,LV,arable,Arable (cereals/oilseeds),Rape - prices per 100 kg,02110000,453.0
2024,Latvia,LV,orchards,Orchards/Vineyards (perennial),Strawberries: all types of production - prices per 100 kg,06193000,5402.4
2024,Latvia,LV,rowCrops,Row crops,Early potatoes - prices per 100 kg,05110000,564.2
2024,Latvia,LV,vegetables,Vegetables (fresh market/transplant),Lettuce under glass: all qualities - prices per 100 kg,04192200,4443.1
2024,Malta,MT,arable,Arable (cereals/oilseeds),Dessert grapes: all varieties - prices per 100 kg,06410000,1843.1
2024,Malta,MT,orchards,Orchards/Vineyards (perennial),Plums: all varieties  - prices per 100 kg,06192000,3012.3
2024,Malta,MT,rowCrops,Row crops,Main crop potatoes - prices per 100 kg,05120000,632.7
2024,Malta,MT,vegetables,Vegetables (fresh market/transplant),Cultivated mushrooms: all qualities - prices per 100 kg,04199901,3997.2000000000003
2024,Netherlands,NL,arable,Arable (cereals/oilseeds),Rape - prices per 100 kg,02110000,450.0
2024,Netherlands,NL,orchards,Orchards/Vineyards (perennial),Strawberries: all types of production - prices per 100 kg,06193000,5328.0
2024,Netherlands,NL,rowCrops,Row crops,Early potatoes - prices per 100 kg,05110000,774.5999999999999
2024,Netherlands,NL,vegetables,Vegetables (fresh market/transplant),Asparagus: all qualities - prices per 100 kg,04199910,6518.9
2024,Poland,PL,arable,Arable (cereals/oilseeds),Rape - prices per 100 kg,02110000,468.40000000000003
2024,Poland,PL,industrial,Specialty industrial crops,Raw tobacco: all varieties - prices per 100 kg,02300000,4351.9
2024,Poland,PL,orchards,Orchards/Vineyards (perennial),Raspberries - prices per 100 kg,06199200,2675.0
2024,Poland,PL,rowCrops,Row crops,Main crop potatoes - prices per 100 kg,05120000,276.3
2024,Poland,PL,vegetables,Vegetables (fresh market/transplant),Cultivated mushrooms: all qualities - prices per 100 kg,04199901,1543.8999999999999
2024,Portugal,PT,arable,Arable (cereals/oilseeds),Dessert grapes: all varieties - prices per 100 kg,06410000,2583.2999999999997
2024,Portugal,PT,industrial,Specialty industrial crops,Hops: all varieties - prices per 100 kg,02920000,4500.0
2024,Portugal,PT,orchards,Orchards/Vineyards (perennial),Raspberries - prices per 100 kg,06199200,7565.299999999999
2024,Portugal,PT,rowCrops,Row crops,Beetroot - prices per 100 kg,04199905,1248.5
2024,Portugal,PT,vegetables,Vegetables (fresh market/transplant),Green peas: all qualities - prices per 100 kg,04199000,3815.4
2024,Romania,RO,arable,Arable (cereals/oilseeds),Dessert grapes: all varieties - prices per 100 kg,06410000,1184.0
2024,Romania,RO,orchards,Orchards/Vineyards (perennial),Strawberries: all types of production - prices per 100 kg,06193000,1986.1000000000001
2024,Romania,RO,rowCrops,Row crops,Beetroot - prices per 100 kg,04199905,790.0
2024,Romania,RO,vegetables,Vegetables (fresh market/transplant),Garlic - prices per 100 kg,04199906,4022.4
2024,Sweden,SE,arable,Arable (cereals/oilseeds),Rape - prices per 100 kg,02110000,429.4
2024,Sweden,SE,orchards,Orchards/Vineyards (perennial),Strawberries in the open - prices per 100 kg,06193100,4288.8
2024,Sweden,SE,rowCrops,Row crops,Early potatoes - prices per 100 kg,05110000,539.4
2024,Sweden,SE,vegetables,Vegetables (fresh market/transplant),Tomatoes under glass: all qualities - prices per 100 kg,04122000,1334.5
2024,Slovenia,SI,arable,Arable (cereals/oilseeds),Grapes for wine production - prices per 100 kg,06490000,879.7
2024,Slovenia,SI,industrial,Specialty industrial crops,Hops: all varieties - prices per 100 kg,02920000,7147.0
2024,Slovenia,SI,orchards,Orchards/Vineyards (perennial),Strawberries: all types of production - prices per 100 kg,06193000,5596.599999999999
2024,Slovenia,SI,rowCrops,Row crops,Early potatoes - prices per 100 kg,05110000,590.7
2024,Slovenia,SI,vegetables,Vegetables (fresh market/transplant),Garlic - prices per 100 kg,04199906,7675.299999999999
2024,Slovakia,SK,arable,Arable (cereals/oilseeds),Dessert grapes: all varieties - prices per 100 kg,06410000,1004.7
2024,Slovakia,SK,orchards,Orchards/Vineyards (perennial),Strawberries in the open - prices per 100 kg,06193100,3244.0
2024,Slovakia,SK,rowCrops,Row crops,Early potatoes - prices per 100 kg,05110000,720.1999999999999
2024,Slovakia,SK,vegetables,Vegetables (fresh market/transplant),Tomatoes under glass: all qualities - prices per 100 kg,04122000,2180.8
